BHID_x,Composite_x,Process,Product,BV Report,Mineral,Chlorite group,Quartz,Pyroxene,Plagioclase,K-Feldspar,Calcite group-Siderite,Calcite group,Dolomite group,Spinel group,Hematite group,Stilpnomelane,Mica group,Pyrite,Rutile group,Goethite,Smectite group,Sepiolite,Kaolinite-serpentine group,Total,Sample_x,CompositeID,Sample_y,BHID_y,Composite_y,Size,Type,Fe3O4,Fe,SiO2,Al2O3,TiO2,Mn,CaO,P XRF,S XRF,MgO,K2O,Na2O,Zn,As,Cl,Cu,Pb,Ba,V,Cr,Ni,Co,Sn XRF,Zr,Sr,LOI371,LOI650,LOI1000,LOI
NSRD0800, Comp 4 ,DTR,Tails,N9774XD21,31-44710194,6.297367644,52.8497779,,3.895574154,5.025608933,14.38638945,0.901135404,6.717479799,1.117230118,4.084471212,4.72496538,0,,,0,,,,100,44710194,NSRD0800 Comp 4 53 Tails,44718000037,NSRD0800,Comp 4, -53um ,DTR Tails,1,13.28,61.17,3.177,0.132,0.679,1.882,0.114,0.085,3.23,1.253,0.162,0.007,0.001,0.004,0.009,-0.001,0.03,0.001,0.004,0.005,-0.001,-0.001,0.006,0.008,0.75,6.46,1.44,8.65
NSRD0800, Comp 4 ,DTR,Tails,N9774XD21,31-44710194,6.297367644,52.8497779,,3.895574154,5.025608933,14.38638945,0.901135404,6.717479799,1.117230118,4.084471212,4.72496538,0,,,0,,,,100,44710194,NSRD0800 Comp 4 53 Tails,44718000224,NSRD0800,Comp 4, -53um ,R-'DTR Tails,,13.57,60.72,3.052,0.132,0.692,1.923,0.12,0.074,3.33,1.218,0.125,0.008,-0.001,-0.001,0.008,0.005,0.038,0.002,0.006,0.008,0.001,-0.001,0.003,0.014,0.53,6.56,1.58,8.67
NSRD0800, Comp 5 ,DTR,Tails,N9774XD21,32-44710195,9.625865808,44.54792228,,0,13.70626424,16.09346253,0.880377276,3.458912557,1.142306964,0.985918614,9.558969733,0,,,0,,,,100,44710195,NSRD0800 Comp 5 53 Tails,44718000038,NSRD0800,Comp 5, -53um ,DTR Tails,0.9,14.32,56.61,5.713,0.251,0.531,1.359,0.103,0.482,3.59,2.366,0.128,0.009,0.001,0.005,0.009,-0.001,0.051,0.003,0.014,0.014,0.001,-0.001,0.008,0.008,0.5,6.4,1.11,8.01
NSRD0800, Comp 5 ,DTR,Tails,N9774XD21,32-44710195,9.625865808,44.54792228,,0,13.70626424,16.09346253,0.880377276,3.458912557,1.142306964,0.985918614,9.558969733,0,,,0,,,,100,44710195,NSRD0800 Comp 5 53 Tails,44718000225,NSRD0800,Comp 5, -53um ,R-'DTR Tails,,14.32,56.21,5.558,0.254,0.539,1.441,0.123,0.426,3.65,2.286,0.102,0.01,-0.001,-0.001,0.009,0.006,0.054,0.004,0.017,0.016,0.002,0.004,0.006,0.013,0.44,6.51,1.14,8.09
NSRD0800, Comp 6 ,DTR,Tails,N9774XD21,33-44710196,10.59482286,36.85325598,,0,20.66496528,12.35209337,1.234713936,3.997995213,0.829386489,0.765356758,12.70741011,0,,,0,,,,100,44710196,NSRD0800 Comp 6 53 Tails,44718000039,NSRD0800,Comp 6, -53um ,DTR Tails,0.7,14.4,55.27,7.55,0.336,0.316,1.304,0.109,0.368,3.37,3.386,0.153,0.012,-0.001,0.005,0.01,0.005,0.075,0.007,0.031,0.021,0.002,0.003,0.007,0.014,0.57,5.29,0.97,6.83
NSRD0800, Comp 6 ,DTR,Tails,N9774XD21,33-44710196,10.59482286,36.85325598,,0,20.66496528,12.35209337,1.234713936,3.997995213,0.829386489,0.765356758,12.70741011,0,,,0,,,,100,44710196,NSRD0800 Comp 6 53 Tails,44718000226,NSRD0800,Comp 6, -53um ,R-'DTR Tails,,14.21,55,7.532,0.334,0.306,1.315,0.114,0.36,3.37,3.417,0.113,0.012,-0.001,-0.001,0.009,0.006,0.073,0.007,0.035,0.021,0.002,0.005,0.006,0.01,0.53,5.07,1.08,6.68
NSRD0800, Comp 8 ,DTR,Tails,N9774XD21,34-44710197,11.94484424,38.41270073,,0,16.14969821,14.38439685,0.895027094,3.500797661,0.982584585,0.563471857,13.16647877,0,,,0,,,,100,44710197,NSRD0800 Comp 8 53 Tails,44718000040,NSRD0800,Comp 8, -53um ,DTR Tails,0.7,15.56,53.88,7.064,0.335,0.342,1.152,0.075,0.413,3.66,2.755,0.158,0.012,0.001,0.005,0.009,0.003,0.065,0.008,0.035,0.023,0.003,-0.001,0.008,0.012,0.65,5.88,1.04,7.57
NSRD0800, Comp 8 ,DTR,Tails,N9774XD21,34-44710197,11.94484424,38.41270073,,0,16.14969821,14.38439685,0.895027094,3.500797661,0.982584585,0.563471857,13.16647877,0,,,0,,,,100,44710197,NSRD0800 Comp 8 53 Tails,44718000227,NSRD0800,Comp 8, -53um ,R-'DTR Tails,,15.78,53.2,7.019,0.335,0.345,1.195,0.081,0.429,3.68,2.746,0.106,0.011,-0.001,0.001,0.01,0.005,0.065,0.008,0.036,0.022,0.003,0.004,0.008,0.012,0.54,5.91,1.13,7.58
NSRD0800, Comp 11,DTR,Tails,N9774XD21,35-44710198,7.425132347,49.48052597,,4.058013064,6.203690175,14.31569038,0.718982316,6.459164465,1.229416541,2.193431568,7.91595317,0,,,0,,,,100,44710198,NSRD0800 Comp 11 53 Tails,44718000041,NSRD0800,Comp 11, -53um ,DTR Tails,1,13.55,59.22,4.377,0.193,0.52,1.73,0.09,0.401,3.89,1.487,0.187,0.008,-0.001,0.004,0.008,0.001,0.038,0.002,0.008,0.011,0.001,0.002,0.006,0.009,0.41,6.46,1.39,8.26
NSRD0800, Comp 11,DTR,Tails,N9774XD21,35-44710198,7.425132347,49.48052597,,4.058013064,6.203690175,14.31569038,0.718982316,6.459164465,1.229416541,2.193431568,7.91595317,0,,,0,,,,100,44710198,NSRD0800 Comp 11 53 Tails,44718000228,NSRD0800,Comp 11, -53um ,R-'DTR Tails,,13.41,58.6,4.342,0.19,0.515,1.758,0.109,0.364,3.9,1.494,0.145,0.008,-0.001,-0.001,0.007,0.005,0.038,0.002,0.011,0.012,0.001,0.003,0.003,0.011,0.38,6.41,1.45,8.24
NSRD0800, Comp 15,DTR,Tails,N9774XD21,36-44710199,7.866628068,48.01204234,,3.801598799,6.960284059,16.48818624,0.795219769,7.374630542,1.176465347,1.489483941,6.035460898,0,,,0,,,,100,44710199,NSRD0800 Comp 15 53 Tails,44718000042,NSRD0800,Comp 15, -53um ,DTR Tails,0.9,13.21,58.68,4.206,0.179,0.548,2,0.128,0.24,3.67,1.747,0.201,0.008,0.001,0.005,0.009,0.002,0.035,0.002,0.008,0.011,0.002,-0.001,0.006,0.012,0.6,7.02,1.48,9.1
NSRD0800, Comp 15,DTR,Tails,N9774XD21,36-44710199,7.866628068,48.01204234,,3.801598799,6.960284059,16.48818624,0.795219769,7.374630542,1.176465347,1.489483941,6.035460898,0,,,0,,,,100,44710199,NSRD0800 Comp 15 53 Tails,44718000229,NSRD0800,Comp 15, -53um ,R-'DTR Tails,,13.01,58.74,4.195,0.18,0.539,2.007,0.123,0.219,3.67,1.757,0.164,0.008,-0.001,-0.001,0.008,0.004,0.035,0.002,0.01,0.011,0.001,0.002,0.003,0.012,0.43,6.98,1.59,9
NSRD0801, Comp 3 ,DTR,Tails,N9774XD21,37-44710200,7.422061658,51.30238386,,0,7.104789356,15.43391578,0.850236149,8.047964032,0.703306341,1.700515915,7.434826912,0,,,0,,,,100,44710200,NSRD0801 Comp 3 53 Tails,44711010037,NSRD0801,Comp 3, -53um ,DTR Tails,1,14.03,59.95,3.205,0.126,0.371,2.507,0.149,0.222,2.79,1.129,0.108,0.008,0.002,0.003,0.012,0.002,0.018,0.003,0.007,0.009,0.001,-0.001,0.005,0.013,0.42,6.82,1.79,9.03
NSRD0801, Comp 4 ,DTR,Tails,N9774XD21,38-44710201,5.952563016,54.58711107,,0,4.521044531,17.0814695,1.159358339,7.789743916,0.486235172,1.340795039,7.08167942,0,,,0,,,,100,44710201,NSRD0801 Comp 4 53 Tails,44711010038,NSRD0801,Comp 4, -53um ,DTR Tails,0.9,13.79,59.91,2.612,0.108,0.502,2.823,0.15,0.231,2.71,0.935,0.087,0.007,0.002,0.002,0.01,0.001,0.013,-0.001,0.004,0.006,-0.001,-0.001,0.003,0.011,0.44,7.19,2.18,9.81
NSRD0801, Comp 5 ,DTR,Tails,N9774XD21,39-44710202,7.599931625,48.3282407,,0,4.492293152,18.50841258,1.095422505,6.37923921,0.321414467,1.521569819,11.75347595,0,,,0,,,,100,44710202,NSRD0801 Comp 5 53 Tails,44711010039,NSRD0801,Comp 5, -53um ,DTR Tails,0.9,16.06,57.33,3.26,0.126,0.398,1.928,0.139,0.385,3,1.007,0.101,0.007,0.002,0.004,0.009,-0.001,0.012,0.002,0.012,0.011,-0.001,-0.001,0.003,0.008,0.46,7.28,1.34,9.08
NSRD0801, Comp 6 ,DTR,Tails,N9774XD21,40-44710203,10.16809389,36.75237336,,0,5.342033937,19.77998695,0.826346719,6.091389717,1.024200724,1.038466539,18.97710817,0,,,0,,,,100,44710203,NSRD0801 Comp 6 53 Tails,44711010040,NSRD0801,Comp 6, -53um ,DTR Tails,0.7,18.94,50.7,4.235,0.169,0.414,1.989,0.141,0.531,3.41,1.188,0.146,0.008,0.001,0.003,0.009,0.002,0.016,0.003,0.018,0.013,0.002,-0.001,0.006,0.011,0.62,7.7,1.47,9.79
NSRD0801, Comp 7 ,DTR,Tails,N9774XD21,41-44710204,9.438539115,42.12233233,,0,6.735549821,15.47270194,1.373158795,5.801410386,0,0.674165094,18.38214252,0,,,0,,,,100,44710204,NSRD0801 Comp 7 53 Tails,44711010041,NSRD0801,Comp 7, -53um ,DTR Tails,0.7,17.28,54.44,4.931,0.196,0.321,1.703,0.131,0.773,3.26,1.368,0.141,0.006,0.002,0.002,0.006,0.002,0.01,0.004,0.033,0.02,0.002,-0.001,0.006,0.01,0.6,5.88,1.46,7.94
NSRD0801, Comp 8 ,DTR,Tails,N9774XD21,42-44710205,5.899102397,45.93351339,,0,3.096337404,18.46395734,1.423667644,6.804474818,0.637669954,0.920138098,16.82113896,0,,,0,,,,100,44710205,NSRD0801 Comp 8 53 Tails,44711010042,NSRD0801,Comp 8, -53um ,DTR Tails,0.9,16.19,55.23,3.15,0.124,0.42,2.441,0.144,0.175,3.49,1.024,0.129,0.006,0.002,0.003,0.015,-0.001,0.014,0.001,0.007,0.009,-0.001,-0.001,0.003,0.009,0.66,7.54,1.88,10.08
GVRD0268, Comp 2 ,DTR,Tails,N9774XD21,43-44710206,1.105048,54.77528,,0,0.922362,33.09498,0,0,0,6.901772,0,3.200554,,,0,,,,100,44710206,GVRD0268 Comp 2 53 Tails,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVRD0268, Comp 3 ,DTR,Tails,N9774XD21,44-44710207,3.992719252,59.79526837,,0,1.348338132,30.55438914,0,0,0.608179719,2.473706212,0,1.22739918,,,0,,,,100,44710207,GVRD0268 Comp 3 53 Tails,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVRD0268, Comp 4 ,DTR,Tails,N9774XD21,45-44710208,8.109580843,64.31191871,,0,0.859501443,23.20796251,0,0,0,3.007836458,0,0.503200034,,,0,,,,100,44710208,GVRD0268 Comp 4 53 Tails,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVRD0268, Comp 5 ,DTR,Tails,N9774XD21,46-44710209,10.2985746,53.62614947,,0,0,33.29282104,0.386504634,0,0.864580352,0.954054386,0.577315513,0,,,0,,,,100,44710209,GVRD0268 Comp 5 53 Tails,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVRD0268, Comp 6 ,DTR,Tails,N9774XD21,47-44710210,2.839277715,61.82963279,,0,0.854721507,22.7511137,0,0,0.773371132,8.833272208,0,2.118610949,,,0,,,,100,44710210,GVRD0268 Comp 6 53 Tails,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVRD0268, Comp 7 ,DTR,Tails,N9774XD21,48-44710211,2.418552139,62.09908831,,0,0.798244086,20.59435964,0,0,0.849264615,10.51037509,0,2.730116121,,,0,,,,100,44710211,GVRD0268 Comp 7 53 Tails,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVRD0268, Comp 8 ,DTR,Tails,N9774XD21,49-44710212,2.868669263,63.10448296,,0,0,15.16376655,0,7.132380349,0,9.852054159,0,1.878646722,,,0,,,,100,44710212,GVRD0268 Comp 8 53 Tails,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVRD0268, Comp 9 ,DTR,Tails,N9774XD21,50-44710213,5.722959133,59.76845375,,0,0.706057907,19.51621414,0,7.082049206,0,6.295895019,0,0.908370841,,,0,,,,100,44710213,GVRD0268 Comp 9 53 Tails,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSRD0798,Comp 3,DTR,Cons,N9741XD21,1-074,0.29894004,6.090189281,,,0,2.943271272,,0,88.85132379,,1.81627562,,0,0,,,,,100,74,NSRD0798 Comp 3 53 Cons,44710980001,NSRD0798,Comp 3, -53um ,DTR Cons,85.8,65.71,7.347,0.218,0.029,0.08,0.107,0.026,0.007,0.334,0.059,0.004,0.002,-0.001,0.002,0.003,0.001,0.002,0.004,0.019,0.008,0.001,0.001,0.001,0.003,-0.25,-0.61,-1.44,-2.3
NSRD0798,Comp 4,DTR,Cons,N9741XD21,2-075,0,7.184197521,,,0,1.781764802,,0,89.24483513,,1.789202546,,0,0,,,,,100,75,NSRD0798 Comp 4 53 Cons,44710980002,NSRD0798,Comp 4, -53um ,DTR Cons,84,64.55,8.898,0.301,0.036,0.088,0.134,0.026,0.01,0.358,0.117,0.016,0.003,-0.001,0.003,0.004,0.003,0.006,0.004,0.021,0.009,0.002,-0.001,0.001,0.004,-0.29,-0.67,-1.37,-2.33
NSRD0798,Comp 5,DTR,Cons,N9741XD21,3-076,0,9.68273226,,,0,2.122590608,,1.110570142,85.47136338,,1.276396192,,0,0.336347416,,,,,100,76,NSRD0798 Comp 5 53 Cons,44710980003,NSRD0798,Comp 5, -53um ,DTR Cons,80,62.56,10.82,0.393,0.036,0.092,0.27,0.029,0.011,0.362,0.272,0.014,0.003,-0.001,0.002,0.004,-0.001,0.006,0.006,0.031,0.009,0.002,0.001,0.001,0.003,-0.32,-0.55,-1.2,-2.07
NSRD0798,Comp 6,DTR,Cons,N9741XD21,4-077,0,5.995641347,,,0,2.686606541,,0.20749279,89.06530364,,2.044955686,,0,0,,,,,100,77,NSRD0798 Comp 6 53 Cons,44710980004,NSRD0798,Comp 6, -53um ,DTR Cons,83.2,65.18,7.832,0.308,0.037,0.07,0.208,0.019,0.012,0.357,0.115,0.009,0.003,-0.001,0.004,0.003,0.004,0.005,0.006,0.034,0.01,0.002,-0.001,0.002,0.005,-0.32,-0.68,-1.18,-2.18
NSRD0798,Comp 7,DTR,Cons,N9741XD21,5-078,0.65913187,8.385659202,,,0,3.641823176,,0,82.4681306,,3.934578967,,0.910676187,0,,,,,100,78,NSRD0798 Comp 7 53 Cons,44710980005,NSRD0798,Comp 7, -53um ,DTR Cons,78.3,62.3,10.69,0.454,0.049,0.087,0.172,0.019,0.021,0.515,0.116,0.026,0.003,-0.001,0.003,0.004,0.003,0.006,0.008,0.043,0.009,0.002,0.001,0.002,0.006,-0.14,0.03,-1.26,-1.37
NSRD0798,Comp 8,DTR,Cons,N9741XD21,6-079,0,7.325883624,,,0,3.398993971,,0,84.06803281,,4.837772604,,0.369316997,0,,,,,100,79,NSRD0798 Comp 8 53 Cons,44710980006,NSRD0798,Comp 8, -53um ,DTR Cons,80.4,62.77,10.19,0.438,0.041,0.091,0.136,0.021,0.017,0.494,0.122,0.03,0.003,-0.001,0.004,0.003,0.003,0.004,0.007,0.037,0.008,0.002,-0.001,0.001,0.004,-0.15,0,-1.34,-1.49
NSRD0798,Comp 9,DTR,Cons,N9741XD21,7-080,0.461466284,5.616173939,,,0,3.79522052,,0,85.55754592,,4.569593337,,0,0,,,,,100,80,NSRD0798 Comp 9 53 Cons,44710980007,NSRD0798,Comp 9, -53um ,DTR Cons,80.7,64.15,8.496,0.46,0.05,0.077,0.171,0.019,0.018,0.45,0.117,0.035,0.003,-0.001,0.003,0.004,0.002,0.003,0.01,0.068,0.009,0.002,-0.001,0.002,0.004,-0.14,-0.23,-1.22,-1.59
NSRD0798,Comp 10,DTR,Cons,N9741XD21,8-081,0.532402172,4.507593286,,,0,2.725028369,,0,89.54350965,,2.691466521,,0,0,,,,,100,81,NSRD0798 Comp 10 53 Cons,44710980008,NSRD0798,Comp 10, -53um ,DTR Cons,83.4,65.96,6.57,0.373,0.04,0.06,0.168,0.018,0.014,0.339,0.086,0.022,0.003,-0.001,0.003,0.004,0.003,0.004,0.009,0.044,0.009,0.002,0.001,0.001,0.004,-0.26,-0.71,-1.14,-2.11
NSRD0798,Comp 3,DTR,Tails,N9741XD21,9-082,3.917614788,46.48521563,,,0,22.97607861,,2.591373762,3.477929,,20.55178821,,0,0,,,,,100,82,NSRD0798 Comp 3 53 Tails,44710980025,NSRD0798,Comp 3, -53um ,DTR Tails,2.6,17.16,56.43,1.943,0.08,0.875,1.066,0.16,0.062,3.49,0.484,0.104,0.005,0.001,0.003,0.004,-0.001,0.013,-0.001,-0.001,0.005,0.001,-0.001,0.004,0.011,0.84,8.85,0.44,10.13
NSRD0798,Comp 4,DTR,Tails,N9741XD21,10-083,4.569915553,50.87305752,,,0,16.2231825,,7.327484232,1.213476787,,18.5129151,,0,1.279968307,,,,,100,83,NSRD0798 Comp 4 53 Tails,44710980026,NSRD0798,Comp 4, -53um ,DTR Tails,1.2,14.14,59.17,2.251,0.093,0.929,2.39,0.157,0.155,3.47,0.775,0.106,0.006,0.001,0.002,0.005,0.001,0.017,-0.001,0.001,0.005,0.001,-0.001,0.004,0.012,0.6,7.04,1.89,9.53
NSRD0798,Comp 5,DTR,Tails,N9741XD21,11-084,1.341437439,51.0301441,,,6.914125648,12.55036107,,11.30766866,1.470250165,,13.79881834,,0,1.587194571,,,,,100,84,NSRD0798 Comp 5 53 Tails,44710980027,NSRD0798,Comp 5, -53um ,DTR Tails,1.2,10.94,61.16,2.814,0.118,0.79,3.529,0.217,0.135,3.33,1.776,0.092,0.006,0.001,0.002,0.007,0.001,0.024,-0.001,0.002,0.004,0.001,-0.001,0.004,0.014,0.44,5.92,3.08,9.44
NSRD0798,Comp 6,DTR,Tails,N9741XD21,12-085,3.990729474,48.97374314,,,0,14.04646253,,9.229398998,1.080392134,,21.50203172,,0,1.177242004,,,,,100,85,NSRD0798 Comp 6 53 Tails,44710980028,NSRD0798,Comp 6, -53um ,DTR Tails,1,14.9,58.49,2.242,0.094,0.531,3.042,0.15,0.178,3.13,0.698,0.108,0.005,0.001,0.002,0.004,0.001,0.013,-0.001,0.002,0.005,0.001,-0.001,0.004,0.011,0.72,6.38,2.47,9.57
NSRD0798,Comp 7,DTR,Tails,N9741XD21,13-086,4.321698207,40.15318532,,,0,21.25682423,,5.00946371,0.886754591,,28.37207394,,0,0,,,,,100,86,NSRD0798 Comp 7 53 Tails,44710980029,NSRD0798,Comp 7, -53um ,DTR Tails,1.2,20.11,52.05,2.373,0.102,0.513,1.479,0.118,0.144,2.96,0.579,0.14,0.005,0.001,0.003,0.003,0.001,0.01,-0.001,0.002,0.006,0.001,-0.001,0.004,0.01,1.39,8.07,0.89,10.35
NSRD0798,Comp 8,DTR,Tails,N9741XD21,14-087,3.950704125,39.56900016,,,0,22.24592683,,2.962142126,0.807104745,,30.46512202,,0,0,,,,,100,87,NSRD0798 Comp 8 53 Tails,44710980030,NSRD0798,Comp 8, -53um ,DTR Tails,1.1,20.43,51.88,2.443,0.097,0.532,1.155,0.149,0.108,2.96,0.633,0.151,0.005,0.002,0.002,0.002,-0.001,0.007,-0.001,0.002,0.005,-0.001,-0.001,0.002,0.005,1.47,8.07,0.47,10.01
NSRD0798,Comp 9,DTR,Tails,N9741XD21,15-088,5.081347103,33.34557684,,,0,21.22685538,,5.529071009,0.602907669,,34.214242,,0,0,,,,,100,88,NSRD0798 Comp 9 53 Tails,44710980031,NSRD0798,Comp 9, -53um ,DTR Tails,1,22.3,47.48,3.091,0.135,0.445,1.704,0.137,0.251,3.02,0.747,0.16,0.006,0.002,0.003,0.004,-0.001,0.012,0.001,0.007,0.009,0.001,-0.001,0.004,0.01,1.16,8.04,1.03,10.23
NSRD0798,Comp 10,DTR,Tails,N9741XD21,16-089,5.960427845,40.88994742,,,0,14.15402922,,7.841316507,0.6653427,,30.48893631,,0,0,,,,,100,89,NSRD0798 Comp 10 53 Tails,44710980032,NSRD0798,Comp 10, -53um ,DTR Tails,1,18.6,53.1,3.052,0.132,0.451,2.662,0.147,0.186,2.97,0.716,0.152,0.006,0.001,0.001,0.004,-0.001,0.008,-0.001,0.006,0.008,0.001,-0.001,0.004,0.011,1.08,6.13,2,9.21
NSRD0800,Comp 4,DTR,Feed,N9646XD21,1-0055,4.495556084,38.13728005,,,3.285466479,10.26441919,0.332441918,5.099233902,30.84550458,3.402070983,3.562669227,,0,0.575357593,,,,,100,55,NSRD0800 Comp 4 53 Feed,44718000001,NSRD0800,Comp 4, -53um ,DTR Feed,30.5,32.14,41.47,2.146,0.093,0.474,1.284,0.079,0.042,2.24,0.891,0.106,0.005,-0.001,0.003,0.004,0.001,0.02,0.002,0.016,0.007,0.001,-0.001,0.004,0.013,0.34,4,0.45,4.79
NSRD0800,Comp 4,DTR,Feed,N9646XD21,1-0055,4.495556084,38.13728005,,,3.285466479,10.26441919,0.332441918,5.099233902,30.84550458,3.402070983,3.562669227,,0,0.575357593,,,,,100,55,NSRD0800 Comp 4 53 Feed,44718000212,NSRD0800,Comp 4, -53um ,R-'DTR Feed,,32.13,41.5,2.081,0.094,0.476,1.297,0.083,0.046,2.26,0.862,0.083,0.005,-0.001,-0.001,0.004,0.004,0.026,0.003,0.018,0.008,0.001,0.001,0.004,0.008,0.21,4.12,0.54,4.87
NSRD0800,Comp 5,DTR,Feed,N9646XD21,2-0056,9.472209669,33.83789619,,,6.332254802,12.03091354,0.660501649,3.90779305,23.3885838,0.77738768,8.339197482,,0.460067125,0.793195016,,,,,100,56,NSRD0800 Comp 5 53 Feed,44718000002,NSRD0800,Comp 5, -53um ,DTR Feed,23.2,28.11,43.3,4.284,0.194,0.415,1.05,0.079,0.37,2.77,1.812,0.095,0.007,0.001,0.004,0.004,-0.001,0.039,0.006,0.035,0.013,0.001,-0.001,0.005,0.012,0.28,4.59,0.47,5.34
NSRD0800,Comp 5,DTR,Feed,N9646XD21,2-0056,9.472209669,33.83789619,,,6.332254802,12.03091354,0.660501649,3.90779305,23.3885838,0.77738768,8.339197482,,0.460067125,0.793195016,,,,,100,56,NSRD0800 Comp 5 53 Feed,44718000213,NSRD0800,Comp 5, -53um ,R-'DTR Feed,,28.12,43.04,4.24,0.197,0.417,1.1,0.094,0.326,2.81,1.758,0.065,0.008,-0.001,-0.001,0.005,0.006,0.041,0.007,0.039,0.017,0.001,0.003,0.006,0.01,0.23,4.71,0.44,5.38
NSRD0800,Comp 6,DTR,Feed,N9646XD21,3-0057,13.52774024,30.12377523,,,16.61637998,10.42073073,1.054422816,3.811768655,13.74278117,0,10.70240117,,0,0,,,,,100,57,NSRD0800 Comp 6 53 Feed,44718000003,NSRD0800,Comp 6, -53um ,DTR Feed,14.9,22.86,47.12,6.44,0.289,0.272,1.132,0.094,0.308,2.92,2.882,0.108,0.01,-0.001,0.005,0.006,0.004,0.063,0.008,0.051,0.019,0.002,0.001,0.007,0.012,0.4,4.37,0.63,5.4
NSRD0800,Comp 6,DTR,Feed,N9646XD21,3-0057,13.52774024,30.12377523,,,16.61637998,10.42073073,1.054422816,3.811768655,13.74278117,0,10.70240117,,0,0,,,,,100,57,NSRD0800 Comp 6 53 Feed,44718000214,NSRD0800,Comp 6, -53um ,R-'DTR Feed,,22.51,47.31,6.484,0.295,0.267,1.15,0.097,0.307,2.94,2.944,0.096,0.011,0.001,-0.001,0.006,0.005,0.064,0.008,0.053,0.019,0.002,0.002,0.007,0.013,0.4,4.28,0.69,5.37
NSRD0800,Comp 8,DTR,Feed,N9646XD21,4-0058,14.92772145,30.91532331,,,12.63506292,12.6581681,0.943957337,3.494451906,10.56105607,0.620681811,11.69985999,,0.479478704,1.064238396,,,,,100,58,NSRD0800 Comp 8 53 Feed,44718000004,NSRD0800,Comp 8, -53um ,DTR Feed,11.8,22.08,47.43,6.301,0.303,0.309,1.035,0.065,0.37,3.28,2.455,0.122,0.011,0.001,0.005,0.006,0.002,0.06,0.009,0.062,0.021,0.002,-0.001,0.007,0.009,0.53,5.16,0.73,6.42
